run_id,clip_id,text_id,split,variant,replicate,condition,noise_id,snr_db,measured_snr_db,noise_file,noise_sha256,noise_offset_s,noise_looped,noise_kind,noise_reference_rms,speech_level_method,sample_rate,speech_active_rms_dbfs,snr_definition,reference_text,transcript,wer,fact_recovery,fact_details,fact_count,facts_recovered,estoi,duration_s,format_duration_delta_s,audio_path,audio_sha256,source_audio,raw_peak,synthesis_cached,client_first_chunk_s,time_scale_factor,transport,noise_placement,model_id,speaker,endpoint,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,bundle_audio_path
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r0_clean,critical_01,dev,baseline,0,clean,clean,,,,,,False,clean,,20ms_frames_within_40dB_of_peak_power_v1,8000,-26.000000005105246,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 p.m. Your payment of $45 is due by May 14th and your reference code is 7294. Do not cancel the appointment.",0.2777777777777778,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,,13.44,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r0_clean.wav,25d4a125d984e0423c76e66e31fd8c5fa1bf0a0ea817ed1b97c6c164471a2cd4,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/52f91493285066490881d3f45313338a67296ef2c4d868c13ca0e147249e3adc.wav,0.894500732421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.668778016812354,4.179113703130144,3.4193765791040933,clips/critical_01_baseline_r0_clean.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r0_competing_speech_-5dB,critical_01,dev,baseline,0,competing_speech_-5dB,competing_speech,-5.0,-3.5518809024551934,/content/drive/MyDrive/DataForge/data/musan/speech/librivox/speech-librivox-0001.wav,aa31bcba6049760ee64468437cc11a3d9359a71310f403c27d69ca2f25e9ed12,0.0,False,competing_speech,0.09213103895932805,20ms_frames_within_40dB_of_peak_power_v1,8000,-26.000000005105246,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3 a.m. Your payment of $45 is due by May 4th, and your reference code is 7294. Do not cancel the appointment.",0.3055555555555556,0.7142857142857143,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': False, 'conflict': False}, 'date': {'recovered': False, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,5,0.5752663504930434,13.44,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r0_competing_speech_-5dB.wav,38294ea3a99330413d4d5ddebfddc7965202e69e49df0d59e6e79ade5ef4d56a,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/52f91493285066490881d3f45313338a67296ef2c4d868c13ca0e147249e3adc.wav,0.894500732421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.56058183840011,3.503153678793345,2.983476747202262,clips/critical_01_baseline_r0_competing_speech_-5dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r0_competing_speech_0dB,critical_01,dev,baseline,0,competing_speech_0dB,competing_speech,0.0,1.4481190829692745,/content/drive/MyDrive/DataForge/data/musan/speech/librivox/speech-librivox-0001.wav,aa31bcba6049760ee64468437cc11a3d9359a71310f403c27d69ca2f25e9ed12,0.0,False,competing_speech,0.09213103895932805,20ms_frames_within_40dB_of_peak_power_v1,8000,-26.000000005105246,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 pm. Your payment of $45 is due by May 14 and your reference code is 7294. Do not cancel the appointment.",0.3333333333333333,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.6502722516839343,13.44,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r0_competing_speech_0dB.wav,774731b11118d98c0d595260170f15402433ffcb57e65e2b462c1deb0887a9d8,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/52f91493285066490881d3f45313338a67296ef2c4d868c13ca0e147249e3adc.wav,0.894500732421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.4832909287584877,3.407917951814281,2.846908266187797,clips/critical_01_baseline_r0_competing_speech_0dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r0_environment_-5dB,critical_01,dev,baseline,0,environment_-5dB,environment,-5.0,-5.121378290966932,/content/drive/MyDrive/DataForge/data/musan/noise/free-sound/noise-free-sound-0000.wav,38624671753649af38f97b5872463017badcb3e29411787a95f6f2beb9edbfec,0.0,False,traffic_or_machinery,0.3141879970145505,20ms_frames_within_40dB_of_peak_power_v1,8000,-26.000000005105246,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 pm, your payment of $45 is due by May 14, and your reference code is 7294. Do not cancel the appointment.",0.3333333333333333,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.4968006308800942,13.44,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r0_environment_-5dB.wav,4c1dbc80440684f0e7c86957ad290c0a40e78021d1555b9ca813446e8b8601fe,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/52f91493285066490881d3f45313338a67296ef2c4d868c13ca0e147249e3adc.wav,0.894500732421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.507506126199096,2.3021480300632158,2.392832757108768,clips/critical_01_baseline_r0_environment_-5dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r0_environment_0dB,critical_01,dev,baseline,0,environment_0dB,environment,0.0,-0.12137799203680653,/content/drive/MyDrive/DataForge/data/musan/noise/free-sound/noise-free-sound-0000.wav,38624671753649af38f97b5872463017badcb3e29411787a95f6f2beb9edbfec,0.0,False,traffic_or_machinery,0.3141879970145505,20ms_frames_within_40dB_of_peak_power_v1,8000,-26.000000005105246,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 p.m., your payment of $45 is due by May 14, and your reference code is 7294. Do not cancel the appointment.",0.2777777777777778,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.6043056981006589,13.44,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r0_environment_0dB.wav,2f1c9dc123e721f8ac435abaee5429aa733ffab9e2e9a5f0521bfc1a442e915b,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/52f91493285066490881d3f45313338a67296ef2c4d868c13ca0e147249e3adc.wav,0.894500732421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.571788452054215,2.5320541845127993,2.5581827437771145,clips/critical_01_baseline_r0_environment_0dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r1_clean,critical_01,dev,baseline,1,clean,clean,,,,,,False,clean,,20ms_frames_within_40dB_of_peak_power_v1,8000,-25.999999992019063,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 pm, your payment of $45 is due by May 14, and your reference code is 7294. Do not cancel the appointment.",0.3333333333333333,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,,12.88,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r1_clean.wav,d2070c0f32995885e0ad58aff26cebf279cb759d752db8fe70d09d45a157c369,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/af85d75b3d4cd961810df5535e75cd61395ba8d4e2c4a1fcb0939d5e0f7efd00.wav,0.808563232421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.6256482630257714,4.142711113747155,3.3614013373955265,clips/critical_01_baseline_r1_clean.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r1_competing_speech_-5dB,critical_01,dev,baseline,1,competing_speech_-5dB,competing_speech,-5.0,-3.4099570507074013,/content/drive/MyDrive/DataForge/data/musan/speech/librivox/speech-librivox-0001.wav,aa31bcba6049760ee64468437cc11a3d9359a71310f403c27d69ca2f25e9ed12,0.0,False,competing_speech,0.09213103895932805,20ms_frames_within_40dB_of_peak_power_v1,8000,-25.999999992019063,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3 p.m. Section 51 by Walt Whitman. Read for LibriVox.org by Alan Davis Gray. Do not cancel the appointment.",0.5833333333333334,0.42857142857142855,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': False, 'conflict': False}, 'date': {'recovered': False, 'conflict': False}, 'amount': {'recovered': False, 'conflict': False}, 'code': {'recovered': False, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,3,0.5692740176996668,12.88,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r1_competing_speech_-5dB.wav,285f137cc6b53fd3028783be70cac344b9bc4482830804b61aba387a7c60597f,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/af85d75b3d4cd961810df5535e75cd61395ba8d4e2c4a1fcb0939d5e0f7efd00.wav,0.808563232421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.4990968812879015,3.72285420306153,3.0521684123546957,clips/critical_01_baseline_r1_competing_speech_-5dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r1_competing_speech_0dB,critical_01,dev,baseline,1,competing_speech_0dB,competing_speech,0.0,1.590042934481433,/content/drive/MyDrive/DataForge/data/musan/speech/librivox/speech-librivox-0001.wav,aa31bcba6049760ee64468437cc11a3d9359a71310f403c27d69ca2f25e9ed12,0.0,False,competing_speech,0.09213103895932805,20ms_frames_within_40dB_of_peak_power_v1,8000,-25.999999992019063,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 pm. The payment of $45 is due by May 14 and your reference code is 7294. Do not cancel the appointment.",0.3611111111111111,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.6554469108641201,12.88,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r1_competing_speech_0dB.wav,212c1590306172b04e85cc7ab36a7f4a32fc6defc82c4d64abb8bc63bc336ea5,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/af85d75b3d4cd961810df5535e75cd61395ba8d4e2c4a1fcb0939d5e0f7efd00.wav,0.808563232421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.4828472184358157,3.0753141186290716,2.711368394385228,clips/critical_01_baseline_r1_competing_speech_0dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r1_environment_-5dB,critical_01,dev,baseline,1,environment_-5dB,environment,-5.0,-5.050560348860546,/content/drive/MyDrive/DataForge/data/musan/noise/free-sound/noise-free-sound-0000.wav,38624671753649af38f97b5872463017badcb3e29411787a95f6f2beb9edbfec,0.0,False,traffic_or_machinery,0.3141879970145505,20ms_frames_within_40dB_of_peak_power_v1,8000,-25.999999992019063,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30 pm. Your payment of $45 is due by May 14 and your reference code is 7294. Do not cancel the appointment.",0.3333333333333333,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.4980988845161263,12.88,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r1_environment_-5dB.wav,aad0ceba41cbfcf522874f5e549a9646db5cdf17167b432a3407efff65a35761,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/af85d75b3d4cd961810df5535e75cd61395ba8d4e2c4a1fcb0939d5e0f7efd00.wav,0.808563232421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.5685884480029073,2.501335818528433,2.536497456692996,clips/critical_01_baseline_r1_environment_-5dB.wav
6bd1eb398398af0edcbe31d260e15fa71a6e5aca1c3d9abc117aef7028d71966,critical_01_baseline_r1_environment_0dB,critical_01,dev,baseline,1,environment_0dB,environment,0.0,-0.05056005030979828,/content/drive/MyDrive/DataForge/data/musan/noise/free-sound/noise-free-sound-0000.wav,38624671753649af38f97b5872463017badcb3e29411787a95f6f2beb9edbfec,0.0,False,traffic_or_machinery,0.3141879970145505,20ms_frames_within_40dB_of_peak_power_v1,8000,-25.999999992019063,active speech / full source noise RMS; fixed gain,"Mira Patel, your Tuesday appointment is at three thirty p m, your payment of forty five dollars is due by May fourteenth, and your reference code is seven two nine four. Do not cancel the appointment.","Mira Patel, your Tuesday appointment is at 3.30pm, your payment of $45 is due by May 14th, and your reference code is 7294. Do not cancel the appointment.",0.3333333333333333,1.0,"{'name': {'recovered': True, 'conflict': False}, 'day': {'recovered': True, 'conflict': False}, 'time': {'recovered': True, 'conflict': False}, 'date': {'recovered': True, 'conflict': False}, 'amount': {'recovered': True, 'conflict': False}, 'code': {'recovered': True, 'conflict': False}, 'negation': {'recovered': True, 'conflict': False}}",7,7,0.6052104609813626,12.88,0.0,/content/drive/MyDrive/DataForge/noise_masking/outputs/6bd1eb398398af0e/clips/critical_01_baseline_r1_environment_0dB.wav,637bfa300dcaed2b299d01d09f19dd9ab70151ee386ed4a999992094e9f67657,/content/drive/MyDrive/DataForge/noise_masking/outputs/synthesis_cache/06c4d940de7e5f6d/af85d75b3d4cd961810df5535e75cd61395ba8d4e2c4a1fcb0939d5e0f7efd00.wav,0.808563232421875,True,,1.0,HTTP WAV -> local PCMU roundtrip,after simulated phone codec,coda,celeste,https://users.rime.ai/v1/rime-tts,3.5501325488483726,2.6924038084266986,2.6341555796547165,clips/critical_01_baseline_r1_environment_0dB.wav
